Datatype,Source,Product,Valuetype,Year,Value
Live Animals,Afghanistan,Chickens,Stocks (1000 Head),2012,13212.0
Live Animals,Albania,Chickens,Stocks (1000 Head),2012,5937.75
Live Animals,Algeria,Chickens,Stocks (1000 Head),2012,128500.0
Live Animals,American Samoa,Chickens,Stocks (1000 Head),2012,40.0
Live Animals,Angola,Chickens,Stocks (1000 Head),2012,23314.0
Live Animals,Antigua and Barbuda,Chickens,Stocks (1000 Head),2012,150.0
Live Animals,Argentina,Chickens,Stocks (1000 Head),2012,105000.0
Live Animals,Armenia,Chickens,Stocks (1000 Head),2012,3800.0
Live Animals,Australia,Chickens,Stocks (1000 Head),2012,100996.0
Live Animals,Austria,Chickens,Stocks (1000 Head),2012,16250.0
Live Animals,Azerbaijan,Chickens,Stocks (1000 Head),2012,24581.0
Live Animals,Bahamas,Chickens,Stocks (1000 Head),2012,3000.0
Live Animals,Bahrain,Chickens,Stocks (1000 Head),2012,550.0
Live Animals,Bangladesh,Chickens,Stocks (1000 Head),2012,240000.0
Live Animals,Barbados,Chickens,Stocks (1000 Head),2012,3600.0
Live Animals,Belarus,Chickens,Stocks (1000 Head),2012,37300.0
Live Animals,Belgium,Chickens,Stocks (1000 Head),2012,35618.0
Live Animals,Belize,Chickens,Stocks (1000 Head),2012,1550.0
Live Animals,Benin,Chickens,Stocks (1000 Head),2012,17634.0
Live Animals,Bermuda,Chickens,Stocks (1000 Head),2012,50.0
Live Animals,Bhutan,Chickens,Stocks (1000 Head),2012,434.58
Live Animals,Bolivia (Plurinational State of),Chickens,Stocks (1000 Head),2012,195000.0
Live Animals,Bosnia and Herzegovina,Chickens,Stocks (1000 Head),2012,19401.0
Live Animals,Botswana,Chickens,Stocks (1000 Head),2012,5500.0
Live Animals,Brazil,Chickens,Stocks (1000 Head),2012,1245269.0
Live Animals,Brunei Darussalam,Chickens,Stocks (1000 Head),2012,15500.0
Live Animals,Bulgaria,Chickens,Stocks (1000 Head),2012,13150.0
Live Animals,Burkina Faso,Chickens,Stocks (1000 Head),2012,42000.0
Live Animals,Burundi,Chickens,Stocks (1000 Head),2012,2835.0
Live Animals,Cabo Verde,Chickens,Stocks (1000 Head),2012,750.0
Live Animals,Cambodia,Chickens,Stocks (1000 Head),2012,14447.0
Live Animals,Cameroon,Chickens,Stocks (1000 Head),2012,47000.0
Live Animals,Canada,Chickens,Stocks (1000 Head),2012,166000.0
Live Animals,Cayman Islands,Chickens,Stocks (1000 Head),2012,6.0
Live Animals,Central African Republic,Chickens,Stocks (1000 Head),2012,6700.0
Live Animals,Chad,Chickens,Stocks (1000 Head),2012,5680.0
Live Animals,Chile,Chickens,Stocks (1000 Head),2012,48000.0
Live Animals,China,Chickens,Stocks (1000 Head),2012,5398000.0
Live Animals,"China, Hong Kong SAR",Chickens,Stocks (1000 Head),2012,1300.0
Live Animals,"China, Macao SAR",Chickens,Stocks (1000 Head),2012,700.0
Live Animals,"China, mainland",Chickens,Stocks (1000 Head),2012,5300000.0
Live Animals,"China, Taiwan Province of",Chickens,Stocks (1000 Head),2012,96000.0
Live Animals,Colombia,Chickens,Stocks (1000 Head),2012,160000.0
Live Animals,Comoros,Chickens,Stocks (1000 Head),2012,520.0
Live Animals,Congo,Chickens,Stocks (1000 Head),2012,2780.0
Live Animals,Cook Islands,Chickens,Stocks (1000 Head),2012,20.0
Live Animals,Costa Rica,Chickens,Stocks (1000 Head),2012,23600.0
Live Animals,C̫te d'Ivoire,Chickens,Stocks (1000 Head),2012,43856.0
Live Animals,Croatia,Chickens,Stocks (1000 Head),2012,4415.0
Live Animals,Cuba,Chickens,Stocks (1000 Head),2012,30182.0
Live Animals,Cyprus,Chickens,Stocks (1000 Head),2012,3103.0
Live Animals,Czech Republic,Chickens,Stocks (1000 Head),2012,20107.0
Live Animals,Democratic People's Republic of Korea,Chickens,Stocks (1000 Head),2012,18000.0
Live Animals,Democratic Republic of the Congo,Chickens,Stocks (1000 Head),2012,20500.0
Live Animals,Denmark,Chickens,Stocks (1000 Head),2012,14137.0
Live Animals,Dominica,Chickens,Stocks (1000 Head),2012,200.0
Live Animals,Dominican Republic,Chickens,Stocks (1000 Head),2012,173000.0
Live Animals,Ecuador,Chickens,Stocks (1000 Head),2012,140000.0
Live Animals,Egypt,Chickens,Stocks (1000 Head),2012,126100.0
Live Animals,El Salvador,Chickens,Stocks (1000 Head),2012,15500.0
Live Animals,Equatorial Guinea,Chickens,Stocks (1000 Head),2012,355.0
Live Animals,Eritrea,Chickens,Stocks (1000 Head),2012,1350.0
Live Animals,Estonia,Chickens,Stocks (1000 Head),2012,2010.0
Live Animals,Ethiopia,Chickens,Stocks (1000 Head),2012,50377.0
Live Animals,Falkland Islands (Malvinas),Chickens,Stocks (1000 Head),2012,4.0
Live Animals,Fiji,Chickens,Stocks (1000 Head),2012,4850.0
Live Animals,Finland,Chickens,Stocks (1000 Head),2012,6038.0
Live Animals,France,Chickens,Stocks (1000 Head),2012,154169.0
Live Animals,French Guiana,Chickens,Stocks (1000 Head),2012,220.0
Live Animals,French Polynesia,Chickens,Stocks (1000 Head),2012,305.0
Live Animals,Gabon,Chickens,Stocks (1000 Head),2012,3100.0
Live Animals,Gambia,Chickens,Stocks (1000 Head),2012,1274.0
Live Animals,Georgia,Chickens,Stocks (1000 Head),2012,5900.0
Live Animals,Germany,Chickens,Stocks (1000 Head),2012,121040.0
Live Animals,Ghana,Chickens,Stocks (1000 Head),2012,57885.0
Live Animals,Greece,Chickens,Stocks (1000 Head),2012,33500.0
Live Animals,Grenada,Chickens,Stocks (1000 Head),2012,270.0
Live Animals,Guadeloupe,Chickens,Stocks (1000 Head),2012,300.0
Live Animals,Guam,Chickens,Stocks (1000 Head),2012,200.0
Live Animals,Guatemala,Chickens,Stocks (1000 Head),2012,35000.0
Live Animals,Guinea,Chickens,Stocks (1000 Head),2012,15000.0
Live Animals,Guinea-Bissau,Chickens,Stocks (1000 Head),2012,1850.0
Live Animals,Guyana,Chickens,Stocks (1000 Head),2012,26000.0
Live Animals,Haiti,Chickens,Stocks (1000 Head),2012,5700.0
Live Animals,Honduras,Chickens,Stocks (1000 Head),2012,40000.0
Live Animals,Hungary,Chickens,Stocks (1000 Head),2012,32865.0
Live Animals,Iceland,Chickens,Stocks (1000 Head),2012,320.0
Live Animals,India,Chickens,Stocks (1000 Head),2012,947000.0
Live Animals,Indonesia,Chickens,Stocks (1000 Head),2012,1552131.0
Live Animals,Iran (Islamic Republic of),Chickens,Stocks (1000 Head),2012,925000.0
Live Animals,Iraq,Chickens,Stocks (1000 Head),2012,38000.0
Live Animals,Ireland,Chickens,Stocks (1000 Head),2012,14500.0
Live Animals,Israel,Chickens,Stocks (1000 Head),2012,40247.0
Live Animals,Italy,Chickens,Stocks (1000 Head),2012,140000.0
Live Animals,Jamaica,Chickens,Stocks (1000 Head),2012,13500.0
Live Animals,Japan,Chickens,Stocks (1000 Head),2012,174949.0
Live Animals,Jordan,Chickens,Stocks (1000 Head),2012,26500.0
Live Animals,Kazakhstan,Chickens,Stocks (1000 Head),2012,32600.0
Live Animals,Kenya,Chickens,Stocks (1000 Head),2012,32865.0
Live Animals,Kiribati,Chickens,Stocks (1000 Head),2012,605.0
Live Animals,Kuwait,Chickens,Stocks (1000 Head),2012,32500.0
Live Animals,Kyrgyzstan,Chickens,Stocks (1000 Head),2012,3665.04
Live Animals,Lao People's Democratic Republic,Chickens,Stocks (1000 Head),2012,28779.0
Live Animals,Latvia,Chickens,Stocks (1000 Head),2012,3756.0
Live Animals,Lebanon,Chickens,Stocks (1000 Head),2012,40000.0
Live Animals,Lesotho,Chickens,Stocks (1000 Head),2012,500.0
Live Animals,Liberia,Chickens,Stocks (1000 Head),2012,7300.0
Live Animals,Libya,Chickens,Stocks (1000 Head),2012,34500.0
Live Animals,Lithuania,Chickens,Stocks (1000 Head),2012,8667.0
Live Animals,Luxembourg,Chickens,Stocks (1000 Head),2012,113.0
Live Animals,Madagascar,Chickens,Stocks (1000 Head),2012,27500.0
Live Animals,Malawi,Chickens,Stocks (1000 Head),2012,17000.0
Live Animals,Malaysia,Chickens,Stocks (1000 Head),2012,251778.0
Live Animals,Mali,Chickens,Stocks (1000 Head),2012,35096.0
Live Animals,Malta,Chickens,Stocks (1000 Head),2012,900.0
Live Animals,Martinique,Chickens,Stocks (1000 Head),2012,550.0
Live Animals,Mauritania,Chickens,Stocks (1000 Head),2012,4500.0
Live Animals,Mauritius,Chickens,Stocks (1000 Head),2012,14600.0
Live Animals,Mexico,Chickens,Stocks (1000 Head),2012,516711.0
Live Animals,Micronesia (Federated States of),Chickens,Stocks (1000 Head),2012,190.0
Live Animals,Mongolia,Chickens,Stocks (1000 Head),2012,469.0
Live Animals,Montenegro,Chickens,Stocks (1000 Head),2012,732.0
Live Animals,Montserrat,Chickens,Stocks (1000 Head),2012,35.0
Live Animals,Morocco,Chickens,Stocks (1000 Head),2012,180000.0
Live Animals,Mozambique,Chickens,Stocks (1000 Head),2012,18875.65
Live Animals,Myanmar,Chickens,Stocks (1000 Head),2012,180000.0
Live Animals,Namibia,Chickens,Stocks (1000 Head),2012,5300.0
Live Animals,Nauru,Chickens,Stocks (1000 Head),2012,5.0
Live Animals,Nepal,Chickens,Stocks (1000 Head),2012,45171.0
Live Animals,Netherlands,Chickens,Stocks (1000 Head),2012,95273.0
Live Animals,New Caledonia,Chickens,Stocks (1000 Head),2012,600.0
Live Animals,New Zealand,Chickens,Stocks (1000 Head),2012,14479.51
Live Animals,Nicaragua,Chickens,Stocks (1000 Head),2012,19800.0
Live Animals,Niger,Chickens,Stocks (1000 Head),2012,17600.0
Live Animals,Nigeria,Chickens,Stocks (1000 Head),2012,205000.0
Live Animals,Niue,Chickens,Stocks (1000 Head),2012,15.0
Live Animals,Norway,Chickens,Stocks (1000 Head),2012,3941.0
Live Animals,Occupied Palestinian Territory,Chickens,Stocks (1000 Head),2012,9000.0
Live Animals,Oman,Chickens,Stocks (1000 Head),2012,4500.0
Live Animals,Pakistan,Chickens,Stocks (1000 Head),2012,355000.0
Live Animals,Panama,Chickens,Stocks (1000 Head),2012,20460.0
Live Animals,Papua New Guinea,Chickens,Stocks (1000 Head),2012,4300.0
Live Animals,Paraguay,Chickens,Stocks (1000 Head),2012,23500.0
Live Animals,Peru,Chickens,Stocks (1000 Head),2012,137669.0
Live Animals,Philippines,Chickens,Stocks (1000 Head),2012,164192.0
Live Animals,Poland,Chickens,Stocks (1000 Head),2012,113424.0
Live Animals,Portugal,Chickens,Stocks (1000 Head),2012,42000.0
Live Animals,Puerto Rico,Chickens,Stocks (1000 Head),2012,14600.0
Live Animals,Qatar,Chickens,Stocks (1000 Head),2012,8500.0
Live Animals,Republic of Korea,Chickens,Stocks (1000 Head),2012,146836.0
Live Animals,Republic of Moldova,Chickens,Stocks (1000 Head),2012,26520.0
Live Animals,R̩union,Chickens,Stocks (1000 Head),2012,15000.0
Live Animals,Romania,Chickens,Stocks (1000 Head),2012,79842.0
Live Animals,Russian Federation,Chickens,Stocks (1000 Head),2012,427777.0
Live Animals,Rwanda,Chickens,Stocks (1000 Head),2012,4688.0
Live Animals,"Saint Helena, Ascension and Tristan da Cunha",Chickens,Stocks (1000 Head),2012,8.0
Live Animals,Saint Kitts and Nevis,Chickens,Stocks (1000 Head),2012,80.0
Live Animals,Saint Lucia,Chickens,Stocks (1000 Head),2012,450.0
Live Animals,Saint Pierre and Miquelon,Chickens,Stocks (1000 Head),2012,40.0
Live Animals,Saint Vincent and the Grenadines,Chickens,Stocks (1000 Head),2012,270.0
Live Animals,Samoa,Chickens,Stocks (1000 Head),2012,620.0
Live Animals,Sao Tome and Principe,Chickens,Stocks (1000 Head),2012,445.0
Live Animals,Saudi Arabia,Chickens,Stocks (1000 Head),2012,179000.0
Live Animals,Senegal,Chickens,Stocks (1000 Head),2012,44155.0
Live Animals,Serbia,Chickens,Stocks (1000 Head),2012,100515.0
Live Animals,Seychelles,Chickens,Stocks (1000 Head),2012,400.0
Live Animals,Sierra Leone,Chickens,Stocks (1000 Head),2012,11000.0
Live Animals,Singapore,Chickens,Stocks (1000 Head),2012,3500.0
Live Animals,Slovakia,Chickens,Stocks (1000 Head),2012,10929.0
Live Animals,Slovenia,Chickens,Stocks (1000 Head),2012,2155.0
Live Animals,Solomon Islands,Chickens,Stocks (1000 Head),2012,235.0
Live Animals,Somalia,Chickens,Stocks (1000 Head),2012,3400.0
Live Animals,South Africa,Chickens,Stocks (1000 Head),2012,200000.0
Live Animals,Spain,Chickens,Stocks (1000 Head),2012,138000.0
Live Animals,Sri Lanka,Chickens,Stocks (1000 Head),2012,14038.0
Live Animals,Sudan (former),Chickens,Stocks (1000 Head),2012,45550.0
Live Animals,Suriname,Chickens,Stocks (1000 Head),2012,7000.0
Live Animals,Swaziland,Chickens,Stocks (1000 Head),2012,3650.0
Live Animals,Sweden,Chickens,Stocks (1000 Head),2012,8696.0
Live Animals,Switzerland,Chickens,Stocks (1000 Head),2012,9883.0
Live Animals,Syrian Arab Republic,Chickens,Stocks (1000 Head),2012,25025.0
Live Animals,Tajikistan,Chickens,Stocks (1000 Head),2012,4916.23
Live Animals,Thailand,Chickens,Stocks (1000 Head),2012,247202.0
Live Animals,The former Yugoslav Republic of Macedonia,Chickens,Stocks (1000 Head),2012,1776.0
Live Animals,Timor-Leste,Chickens,Stocks (1000 Head),2012,765.0
Live Animals,Togo,Chickens,Stocks (1000 Head),2012,23500.0
Live Animals,Tokelau,Chickens,Stocks (1000 Head),2012,5.0
Live Animals,Tonga,Chickens,Stocks (1000 Head),2012,330.0
Live Animals,Trinidad and Tobago,Chickens,Stocks (1000 Head),2012,34500.0
Live Animals,Tunisia,Chickens,Stocks (1000 Head),2012,81000.0
Live Animals,Turkey,Chickens,Stocks (1000 Head),2012,237873.0
Live Animals,Turkmenistan,Chickens,Stocks (1000 Head),2012,16000.0
Live Animals,Tuvalu,Chickens,Stocks (1000 Head),2012,45.0
Live Animals,Uganda,Chickens,Stocks (1000 Head),2012,37572.0
Live Animals,Ukraine,Chickens,Stocks (1000 Head),2012,195600.0
Live Animals,United Arab Emirates,Chickens,Stocks (1000 Head),2012,21000.0
Live Animals,United Kingdom,Chickens,Stocks (1000 Head),2012,149000.0
Live Animals,United Republic of Tanzania,Chickens,Stocks (1000 Head),2012,35000.0
Live Animals,United States of America,Chickens,Stocks (1000 Head),2012,2700000.0
Live Animals,United States Virgin Islands,Chickens,Stocks (1000 Head),2012,40.0
Live Animals,Uruguay,Chickens,Stocks (1000 Head),2012,18000.0
Live Animals,Uzbekistan,Chickens,Stocks (1000 Head),2012,41880.0
Live Animals,Vanuatu,Chickens,Stocks (1000 Head),2012,700.0
Live Animals,Venezuela (Bolivarian Republic of),Chickens,Stocks (1000 Head),2012,120000.0
Live Animals,Viet Nam,Chickens,Stocks (1000 Head),2012,223745.87
Live Animals,Wallis and Futuna Islands,Chickens,Stocks (1000 Head),2012,65.0
Live Animals,Yemen,Chickens,Stocks (1000 Head),2012,62000.0
Live Animals,Zambia,Chickens,Stocks (1000 Head),2012,36500.0
Live Animals,Zimbabwe,Chickens,Stocks (1000 Head),2012,35000.0
