Crops and livestock products;Afghanistan;Coffee, green;Import Quantity (tonnes);2011;0;R;Estimated data using trading partners database
Crops and livestock products;Albania;Coffee, green;Export Quantity (tonnes);2011;0;*;Unofficial figure
Crops and livestock products;Algeria;Coffee, green;Export Quantity (tonnes);2011;0;*;Unofficial figure
Crops and livestock products;Argentina;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Armenia;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Aruba;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Bahamas;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Bangladesh;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Barbados;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Belarus;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Benin;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Bolivia (Plurinational State of);Coffee, green;Import Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Brazil;Coffee, green;Import Quantity (tonnes);2011;0;M;Data not available
Crops and livestock products;British Virgin Islands;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Cabo Verde;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Central African Republic;Coffee, green;Import Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Chad;Coffee, green;Import Quantity (tonnes);2011;0;R;Estimated data using trading partners database
Crops and livestock products;Chile;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;China, Macao SAR;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Comoros;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Congo;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Congo;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;C̫te d'Ivoire;Coffee, green;Import Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Croatia;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Cyprus;Coffee, green;Export Quantity (tonnes);2011;0;*;Unofficial figure
Crops and livestock products;Dominica;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Equatorial Guinea;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Faroe Islands;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Fiji;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;French Polynesia;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Gabon;Coffee, green;Import Quantity (tonnes);2011;0;R;Estimated data using trading partners database
Crops and livestock products;Georgia;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Grenada;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Guyana;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Haiti;Coffee, green;Import Quantity (tonnes);2011;0;M;Data not available
Crops and livestock products;Iceland;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Iran (Islamic Republic of);Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Kazakhstan;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Kyrgyzstan;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Liberia;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Mali;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Morocco;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;New Caledonia;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Niger;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Niue;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Norfolk Island;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Pakistan;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Pakistan;Coffee, green;Import Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Paraguay;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Republic of Moldova;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Saint Kitts and Nevis;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Saint Lucia;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Saint Lucia;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Saint Vincent and the Grenadines;Coffee, green;Export Quantity (tonnes);2011;0;M;Data not available
Crops and livestock products;Saint Vincent and the Grenadines;Coffee, green;Import Quantity (tonnes);2011;0;R;Estimated data using trading partners database
Crops and livestock products;Samoa;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Sao Tome and Principe;Coffee, green;Import Quantity (tonnes);2011;0;R;Estimated data using trading partners database
Crops and livestock products;Somalia;Coffee, green;Export Quantity (tonnes);2011;0;M;Data not available
Crops and livestock products;Somalia;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Suriname;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Swaziland;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Tajikistan;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Tonga;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Turkmenistan;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Tuvalu;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Ukraine;Coffee, green;Export Quantity (tonnes);2011;0;;Official data
Crops and livestock products;United Republic of Tanzania;Coffee, green;Import Quantity (tonnes);2011;0;;Official data
Crops and livestock products;Uruguay;Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Uzbekistan;Coffee, green;Import Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Venezuela (Bolivarian Republic of);Coffee, green;Export Quantity (tonnes);2011;0;F;FAO estimate
Crops and livestock products;Antigua and Barbuda;Coffee, green;Export Quantity (tonnes);2011;1;;Official data
Crops and livestock products;Aruba;Coffee, green;Import Quantity (tonnes);2011;1;*;Unofficial figure
Crops and livestock products;Burundi;Coffee, green;Import Quantity (tonnes);2011;1;F;FAO estimate
Crops and livestock products;Cambodia;Coffee, green;Export Quantity (tonnes);2011;1;;Official data
Crops and livestock products;Cook Islands;Coffee, green;Export Quantity (tonnes);2011;1;F;FAO estimate
Crops and livestock products;Grenada;Coffee, green;Import Quantity (tonnes);2011;1;F;FAO estimate
Crops and livestock products;Kiribati;Coffee, green;Import Quantity (tonnes);2011;1;;Official data
Crops and livestock products;Malawi;Coffee, green;Import Quantity (tonnes);2011;1;;Official data
Crops and livestock products;Namibia;Coffee, green;Export Quantity (tonnes);2011;1;F;FAO estimate
Crops and livestock products;Nepal;Coffee, green;Import Quantity (tonnes);2011;1;;Official data
Crops and livestock products;Samoa;Coffee, green;Import Quantity (tonnes);2011;1;R;Estimated data using trading partners database
Crops and livestock products;Belize;Coffee, green;Export Quantity (tonnes);2011;2;;Official data
Crops and livestock products;Belize;Coffee, green;Import Quantity (tonnes);2011;2;;Official data
Crops and livestock products;Guinea-Bissau;Coffee, green;Import Quantity (tonnes);2011;2;F;FAO estimate
Crops and livestock products;Kyrgyzstan;Coffee, green;Import Quantity (tonnes);2011;2;;Official data
Crops and livestock products;Madagascar;Coffee, green;Import Quantity (tonnes);2011;2;;Official data
Crops and livestock products;Nigeria;Coffee, green;Import Quantity (tonnes);2011;2;R;Estimated data using trading partners database
Crops and livestock products;Panama;Coffee, green;Import Quantity (tonnes);2011;2;;Official data
Crops and livestock products;Vanuatu;Coffee, green;Import Quantity (tonnes);2011;2;;Official data
Crops and livestock products;Lithuania;Coffee, green;Export Quantity (tonnes);2011;3;;Official data
Crops and livestock products;Malta;Coffee, green;Export Quantity (tonnes);2011;3;;Official data
Crops and livestock products;Mongolia;Coffee, green;Import Quantity (tonnes);2011;3;F;FAO estimate
Crops and livestock products;Sri Lanka;Coffee, green;Export Quantity (tonnes);2011;3;;Official data
Crops and livestock products;Tonga;Coffee, green;Import Quantity (tonnes);2011;3;F;FAO estimate
Crops and livestock products;Guyana;Coffee, green;Import Quantity (tonnes);2011;4;*;Unofficial figure
Crops and livestock products;Mauritius;Coffee, green;Export Quantity (tonnes);2011;4;;Official data
Crops and livestock products;Sri Lanka;Coffee, green;Import Quantity (tonnes);2011;4;;Official data
Crops and livestock products;Bermuda;Coffee, green;Import Quantity (tonnes);2011;5;R;Estimated data using trading partners database
Crops and livestock products;Botswana;Coffee, green;Export Quantity (tonnes);2011;5;;Official data
Crops and livestock products;Guinea;Coffee, green;Import Quantity (tonnes);2011;5;R;Estimated data using trading partners database
Crops and livestock products;Saint Kitts and Nevis;Coffee, green;Export Quantity (tonnes);2011;5;R;Estimated data using trading partners database
Crops and livestock products;Sao Tome and Principe;Coffee, green;Export Quantity (tonnes);2011;5;R;Estimated data using trading partners database
Crops and livestock products;Seychelles;Coffee, green;Import Quantity (tonnes);2011;5;R;Estimated data using trading partners database
Crops and livestock products;Sudan (former);Coffee, green;Export Quantity (tonnes);2011;5;F;FAO estimate
Crops and livestock products;Azerbaijan;Coffee, green;Import Quantity (tonnes);2011;6;;Official data
Crops and livestock products;Bangladesh;Coffee, green;Import Quantity (tonnes);2011;6;R;Estimated data using trading partners database
Crops and livestock products;Cook Islands;Coffee, green;Import Quantity (tonnes);2011;7;R;Estimated data using trading partners database
Crops and livestock products;Philippines;Coffee, green;Export Quantity (tonnes);2011;7;*;Unofficial figure
Crops and livestock products;Serbia;Coffee, green;Export Quantity (tonnes);2011;7;;Official data
Crops and livestock products;The former Yugoslav Republic of Macedonia;Coffee, green;Export Quantity (tonnes);2011;7;;Official data
Crops and livestock products;Bahrain;Coffee, green;Export Quantity (tonnes);2011;8;;Official data
Crops and livestock products;Niger;Coffee, green;Import Quantity (tonnes);2011;8;;Official data
Crops and livestock products;Republic of Moldova;Coffee, green;Import Quantity (tonnes);2011;8;;Official data
Crops and livestock products;Syrian Arab Republic;Coffee, green;Export Quantity (tonnes);2011;9;R;Estimated data using trading partners database
Crops and livestock products;Bhutan;Coffee, green;Import Quantity (tonnes);2011;10;F;FAO estimate
Crops and livestock products;Qatar;Coffee, green;Export Quantity (tonnes);2011;10;R;Estimated data using trading partners database
Crops and livestock products;Egypt;Coffee, green;Export Quantity (tonnes);2011;11;;Official data
Crops and livestock products;Suriname;Coffee, green;Import Quantity (tonnes);2011;11;;Official data
Crops and livestock products;Trinidad and Tobago;Coffee, green;Export Quantity (tonnes);2011;11;R;Estimated data using trading partners database
Crops and livestock products;Mauritania;Coffee, green;Import Quantity (tonnes);2011;13;;Official data
Crops and livestock products;Swaziland;Coffee, green;Import Quantity (tonnes);2011;13;F;FAO estimate
Crops and livestock products;Togo;Coffee, green;Import Quantity (tonnes);2011;15;*;Unofficial figure
Crops and livestock products;Kazakhstan;Coffee, green;Import Quantity (tonnes);2011;16;;Official data
Crops and livestock products;Estonia;Coffee, green;Export Quantity (tonnes);2011;17;*;Unofficial figure
Crops and livestock products;Maldives;Coffee, green;Import Quantity (tonnes);2011;17;;Official data
Crops and livestock products;Japan;Coffee, green;Export Quantity (tonnes);2011;19;;Official data
Crops and livestock products;Yemen;Coffee, green;Import Quantity (tonnes);2011;19;;Official data
Crops and livestock products;Zimbabwe;Coffee, green;Import Quantity (tonnes);2011;19;;Official data
Crops and livestock products;Bosnia and Herzegovina;Coffee, green;Export Quantity (tonnes);2011;20;;Official data
Crops and livestock products;Equatorial Guinea;Coffee, green;Export Quantity (tonnes);2011;20;R;Estimated data using trading partners database
Crops and livestock products;Antigua and Barbuda;Coffee, green;Import Quantity (tonnes);2011;21;;Official data
Crops and livestock products;Barbados;Coffee, green;Import Quantity (tonnes);2011;21;;Official data
Crops and livestock products;Oman;Coffee, green;Export Quantity (tonnes);2011;21;;Official data
Crops and livestock products;Gambia;Coffee, green;Export Quantity (tonnes);2011;22;;Official data
Crops and livestock products;Dominica;Coffee, green;Import Quantity (tonnes);2011;23;R;Estimated data using trading partners database
Crops and livestock products;Zambia;Coffee, green;Import Quantity (tonnes);2011;23;;Official data
Crops and livestock products;Brunei Darussalam;Coffee, green;Export Quantity (tonnes);2011;24;F;FAO estimate
Crops and livestock products;Ghana;Coffee, green;Import Quantity (tonnes);2011;24;;Official data
Crops and livestock products;Bahamas;Coffee, green;Import Quantity (tonnes);2011;25;R;Estimated data using trading partners database
Crops and livestock products;Vanuatu;Coffee, green;Export Quantity (tonnes);2011;25;;Official data
Crops and livestock products;Czech Republic;Coffee, green;Export Quantity (tonnes);2011;27;;Official data
Crops and livestock products;Papua New Guinea;Coffee, green;Import Quantity (tonnes);2011;27;R;Estimated data using trading partners database
Crops and livestock products;Iraq;Coffee, green;Import Quantity (tonnes);2011;28;R;Estimated data using trading partners database
Crops and livestock products;Turkey;Coffee, green;Export Quantity (tonnes);2011;30;;Official data
Crops and livestock products;Senegal;Coffee, green;Export Quantity (tonnes);2011;31;;Official data
Crops and livestock products;Malta;Coffee, green;Import Quantity (tonnes);2011;33;;Official data
Crops and livestock products;Peru;Coffee, green;Import Quantity (tonnes);2011;33;;Official data
Crops and livestock products;Mozambique;Coffee, green;Export Quantity (tonnes);2011;35;F;FAO estimate
Crops and livestock products;Cameroon;Coffee, green;Import Quantity (tonnes);2011;37;;Official data
Crops and livestock products;Occupied Palestinian Territory;Coffee, green;Import Quantity (tonnes);2011;39;R;Estimated data using trading partners database
Crops and livestock products;Democratic Republic of the Congo;Coffee, green;Import Quantity (tonnes);2011;40;R;Estimated data using trading partners database
Crops and livestock products;Fiji;Coffee, green;Import Quantity (tonnes);2011;40;;Official data
Crops and livestock products;Honduras;Coffee, green;Import Quantity (tonnes);2011;41;;Official data
Crops and livestock products;Kuwait;Coffee, green;Export Quantity (tonnes);2011;41;R;Estimated data using trading partners database
Crops and livestock products;Myanmar;Coffee, green;Import Quantity (tonnes);2011;42;R;Estimated data using trading partners database
Crops and livestock products;Solomon Islands;Coffee, green;Import Quantity (tonnes);2011;42;*;Unofficial figure
Crops and livestock products;New Zealand;Coffee, green;Export Quantity (tonnes);2011;44;;Official data
Crops and livestock products;Comoros;Coffee, green;Export Quantity (tonnes);2011;46;R;Estimated data using trading partners database
Crops and livestock products;El Salvador;Coffee, green;Import Quantity (tonnes);2011;46;;Official data
Crops and livestock products;Lesotho;Coffee, green;Import Quantity (tonnes);2011;50;F;FAO estimate
Crops and livestock products;Romania;Coffee, green;Export Quantity (tonnes);2011;52;;Official data
Crops and livestock products;Angola;Coffee, green;Import Quantity (tonnes);2011;54;R;Estimated data using trading partners database
Crops and livestock products;Russian Federation;Coffee, green;Export Quantity (tonnes);2011;59;;Official data
Crops and livestock products;Brunei Darussalam;Coffee, green;Import Quantity (tonnes);2011;62;R;Estimated data using trading partners database
Crops and livestock products;United Arab Emirates;Coffee, green;Export Quantity (tonnes);2011;62;R;Estimated data using trading partners database
Crops and livestock products;Ethiopia;Coffee, green;Import Quantity (tonnes);2011;64;;Official data
Crops and livestock products;China, Taiwan Province of;Coffee, green;Export Quantity (tonnes);2011;67;;Official data
Crops and livestock products;Lebanon;Coffee, green;Export Quantity (tonnes);2011;73;;Official data
Crops and livestock products;Montenegro;Coffee, green;Export Quantity (tonnes);2011;76;;Official data
Crops and livestock products;Estonia;Coffee, green;Import Quantity (tonnes);2011;77;;Official data
Crops and livestock products;French Polynesia;Coffee, green;Import Quantity (tonnes);2011;78;;Official data
Crops and livestock products;Burkina Faso;Coffee, green;Export Quantity (tonnes);2011;79;;Official data
Crops and livestock products;Senegal;Coffee, green;Import Quantity (tonnes);2011;79;;Official data
Crops and livestock products;Timor-Leste;Coffee, green;Import Quantity (tonnes);2011;79;F;FAO estimate
Crops and livestock products;Guatemala;Coffee, green;Import Quantity (tonnes);2011;80;;Official data
Crops and livestock products;Mauritius;Coffee, green;Import Quantity (tonnes);2011;85;;Official data
Crops and livestock products;Mozambique;Coffee, green;Import Quantity (tonnes);2011;90;R;Estimated data using trading partners database
Crops and livestock products;Tunisia;Coffee, green;Export Quantity (tonnes);2011;91;;Official data
Crops and livestock products;Myanmar;Coffee, green;Export Quantity (tonnes);2011;94;R;Estimated data using trading partners database
Crops and livestock products;Benin;Coffee, green;Import Quantity (tonnes);2011;96;F;FAO estimate
Crops and livestock products;Gabon;Coffee, green;Export Quantity (tonnes);2011;103;R;Estimated data using trading partners database
Crops and livestock products;Belarus;Coffee, green;Import Quantity (tonnes);2011;121;;Official data
Crops and livestock products;Ireland;Coffee, green;Export Quantity (tonnes);2011;122;;Official data
Crops and livestock products;Israel;Coffee, green;Export Quantity (tonnes);2011;140;;Official data
Crops and livestock products;Qatar;Coffee, green;Import Quantity (tonnes);2011;140;R;Estimated data using trading partners database
Crops and livestock products;Latvia;Coffee, green;Export Quantity (tonnes);2011;153;;Official data
Crops and livestock products;Nepal;Coffee, green;Export Quantity (tonnes);2011;159;;Official data
Crops and livestock products;Burkina Faso;Coffee, green;Import Quantity (tonnes);2011;162;*;Unofficial figure
Crops and livestock products;Gambia;Coffee, green;Import Quantity (tonnes);2011;169;;Official data
Crops and livestock products;Austria;Coffee, green;Export Quantity (tonnes);2011;173;;Official data
Crops and livestock products;New Caledonia;Coffee, green;Import Quantity (tonnes);2011;180;;Official data
