"Domain"	"Country"	"Item"	"Element"	"Year"	"Value"
"Livestock Primary"	"Lebanon"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"77000.0"
"Livestock Primary"	"Lesotho"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1950.0"
"Livestock Primary"	"Lesotho"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1950.0"
"Livestock Primary"	"Liberia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"14276.0"
"Livestock Primary"	"Liberia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"14300.0"
"Livestock Primary"	"Libya"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"95000.0"
"Livestock Primary"	"Libya"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"95000.0"
"Livestock Primary"	"Lithuania"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"43079.0"
"Livestock Primary"	"Lithuania"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"43146.0"
"Livestock Primary"	"Luxembourg"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1.0"
"Livestock Primary"	"Luxembourg"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"120.0"
"Livestock Primary"	"Madagascar"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"44987.0"
"Livestock Primary"	"Madagascar"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"47650.0"
"Livestock Primary"	"Malawi"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"27945.0"
"Livestock Primary"	"Malawi"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"28000.0"
"Livestock Primary"	"Malaysia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"734377.0"
"Livestock Primary"	"Malaysia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"690000.0"
"Livestock Primary"	"Mali"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"51638.0"
"Livestock Primary"	"Mali"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"51500.0"
"Livestock Primary"	"Malta"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2416.0"
"Livestock Primary"	"Malta"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2437.0"
"Livestock Primary"	"Martinique"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1096.0"
"Livestock Primary"	"Martinique"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1096.0"
"Livestock Primary"	"Mauritania"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"5637.0"
"Livestock Primary"	"Mauritania"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"5650.0"
"Livestock Primary"	"Mauritius"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"43995.0"
"Livestock Primary"	"Mauritius"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"42700.0"
"Livestock Primary"	"Mexico"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1589434.0"
"Livestock Primary"	"Mexico"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1593527.0"
"Livestock Primary"	"Micronesia (Federated States of)"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"200.0"
"Livestock Primary"	"Micronesia (Federated States of)"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"200.0"
"Livestock Primary"	"Mongolia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"79.0"
"Livestock Primary"	"Mongolia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"260.0"
"Livestock Primary"	"Montenegro"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1432.0"
"Livestock Primary"	"Montenegro"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2400.0"
"Livestock Primary"	"Montserrat"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"59.0"
"Livestock Primary"	"Montserrat"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"70.0"
"Livestock Primary"	"Morocco"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"496747.0"
"Livestock Primary"	"Morocco"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"500000.0"
"Livestock Primary"	"Mozambique"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"30030.0"
"Livestock Primary"	"Mozambique"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"30800.0"
"Livestock Primary"	"Myanmar"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"923237.0"
"Livestock Primary"	"Myanmar"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"923500.0"
"Livestock Primary"	"Namibia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"9000.0"
"Livestock Primary"	"Namibia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"15000.0"
"Livestock Primary"	"Nauru"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"5.0"
"Livestock Primary"	"Nauru"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"5.0"
"Livestock Primary"	"Nepal"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"42496.0"
"Livestock Primary"	"Nepal"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"42500.0"
"Livestock Primary"	"Netherlands"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"544970.0"
"Livestock Primary"	"Netherlands"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"505632.0"
"Livestock Primary"	"New Caledonia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1042.0"
"Livestock Primary"	"New Caledonia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1043.0"
"Livestock Primary"	"New Zealand"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"89389.13"
"Livestock Primary"	"New Zealand"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"88515.13"
"Livestock Primary"	"Nicaragua"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"49563.0"
"Livestock Primary"	"Nicaragua"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"55061.0"
"Livestock Primary"	"Niger"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"20783.0"
"Livestock Primary"	"Niger"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"20800.0"
"Livestock Primary"	"Nigeria"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"299991.0"
"Livestock Primary"	"Nigeria"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"300000.0"
"Livestock Primary"	"Niue"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"20.0"
"Livestock Primary"	"Niue"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"20.0"
"Livestock Primary"	"Norway"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"62300.0"
"Livestock Primary"	"Norway"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"62349.0"
"Livestock Primary"	"Occupied Palestinian Territory"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"31111.0"
"Livestock Primary"	"Occupied Palestinian Territory"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"44278.0"
"Livestock Primary"	"Oman"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"6967.0"
"Livestock Primary"	"Oman"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"7550.0"
"Livestock Primary"	"Pakistan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"663835.0"
"Livestock Primary"	"Pakistan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"663000.0"
"Livestock Primary"	"Panama"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"79340.0"
"Livestock Primary"	"Panama"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"80699.0"
"Livestock Primary"	"Papua New Guinea"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"6497.0"
"Livestock Primary"	"Papua New Guinea"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"6600.0"
"Livestock Primary"	"Paraguay"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"16798.0"
"Livestock Primary"	"Paraguay"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"38000.0"
"Livestock Primary"	"Peru"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"537044.0"
"Livestock Primary"	"Peru"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"536760.0"
"Livestock Primary"	"Philippines"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"824518.0"
"Livestock Primary"	"Philippines"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"824058.0"
"Livestock Primary"	"Poland"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"702830.0"
"Livestock Primary"	"Poland"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"700993.0"
"Livestock Primary"	"Portugal"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"209115.0"
"Livestock Primary"	"Portugal"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"180895.0"
"Livestock Primary"	"Puerto Rico"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"36500.0"
"Livestock Primary"	"Puerto Rico"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"36500.0"
"Livestock Primary"	"Qatar"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"6592.0"
"Livestock Primary"	"Qatar"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"6600.0"
"Livestock Primary"	"Republic of Korea"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"748966.0"
"Livestock Primary"	"Republic of Korea"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"750000.0"
"Livestock Primary"	"Republic of Moldova"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"25276.0"
"Livestock Primary"	"Republic of Moldova"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"28500.0"
"Livestock Primary"	"R̩union"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"15800.0"
"Livestock Primary"	"R̩union"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"15800.0"
"Livestock Primary"	"Romania"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"172176.0"
"Livestock Primary"	"Romania"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"221007.0"
"Livestock Primary"	"Russian Federation"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1820270.0"
"Livestock Primary"	"Russian Federation"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1833018.0"
"Livestock Primary"	"Rwanda"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2343.0"
"Livestock Primary"	"Rwanda"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2750.0"
"Livestock Primary"	"Saint Kitts and Nevis"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"114.0"
"Livestock Primary"	"Saint Kitts and Nevis"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"140.0"
"Livestock Primary"	"Saint Lucia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1251.0"
"Livestock Primary"	"Saint Lucia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1300.0"
"Livestock Primary"	"Saint Pierre and Miquelon"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"3.0"
"Livestock Primary"	"Saint Pierre and Miquelon"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"3.0"
"Livestock Primary"	"Saint Vincent and the Grenadines"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"467.0"
"Livestock Primary"	"Saint Vincent and the Grenadines"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"480.0"
"Livestock Primary"	"Samoa"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"704.0"
"Livestock Primary"	"Samoa"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"730.0"
"Livestock Primary"	"Sao Tome and Principe"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"886.0"
"Livestock Primary"	"Sao Tome and Principe"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"910.0"
"Livestock Primary"	"Saudi Arabia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"576270.0"
"Livestock Primary"	"Saudi Arabia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"571000.0"
"Livestock Primary"	"Senegal"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"41664.0"
"Livestock Primary"	"Senegal"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"41700.0"
"Livestock Primary"	"Serbia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"47711.5"
"Livestock Primary"	"Serbia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"51026.5"
"Livestock Primary"	"Seychelles"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"622.0"
"Livestock Primary"	"Seychelles"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"622.0"
"Livestock Primary"	"Sierra Leone"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"15168.0"
"Livestock Primary"	"Sierra Leone"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"15200.0"
"Livestock Primary"	"Singapore"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1.0"
"Livestock Primary"	"Singapore"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"45000.0"
"Livestock Primary"	"Slovakia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"41350.0"
"Livestock Primary"	"Slovakia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"39751.0"
"Livestock Primary"	"Slovenia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"28179.0"
"Livestock Primary"	"Slovenia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"31351.0"
"Livestock Primary"	"Solomon Islands"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"360.0"
"Livestock Primary"	"Solomon Islands"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"360.0"
"Livestock Primary"	"Somalia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"4400.0"
"Livestock Primary"	"Somalia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"4400.0"
"Livestock Primary"	"South Africa"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"1053622.0"
"Livestock Primary"	"South Africa"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1053600.0"
"Livestock Primary"	"Spain"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"612263.0"
"Livestock Primary"	"Spain"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"637134.0"
"Livestock Primary"	"Sri Lanka"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"89202.0"
"Livestock Primary"	"Sri Lanka"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"90000.0"
"Livestock Primary"	"Sudan (former)"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"39300.0"
"Livestock Primary"	"Sudan (former)"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"40000.0"
"Livestock Primary"	"Suriname"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"5666.0"
"Livestock Primary"	"Suriname"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"5700.0"
"Livestock Primary"	"Swaziland"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"4575.0"
"Livestock Primary"	"Swaziland"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"5500.0"
"Livestock Primary"	"Sweden"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"79851.0"
"Livestock Primary"	"Sweden"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"78182.0"
"Livestock Primary"	"Switzerland"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"55803.0"
"Livestock Primary"	"Switzerland"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"56000.0"
"Livestock Primary"	"Syrian Arab Republic"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"131116.0"
"Livestock Primary"	"Syrian Arab Republic"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"132480.0"
"Livestock Primary"	"Tajikistan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"2032.0"
"Livestock Primary"	"Tajikistan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2600.0"
"Livestock Primary"	"Thailand"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"998745.0"
"Livestock Primary"	"Thailand"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"1000000.0"
"Livestock Primary"	"The former Yugoslav Republic of Macedonia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"3741.0"
"Livestock Primary"	"The former Yugoslav Republic of Macedonia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"2050.0"
"Livestock Primary"	"Timor-Leste"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"900.0"
"Livestock Primary"	"Timor-Leste"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"900.0"
"Livestock Primary"	"Togo"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"36986.0"
"Livestock Primary"	"Togo"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"37000.0"
"Livestock Primary"	"Tokelau"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"6.0"
"Livestock Primary"	"Tokelau"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"6.0"
"Livestock Primary"	"Tonga"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"330.0"
"Livestock Primary"	"Tonga"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"345.0"
"Livestock Primary"	"Trinidad and Tobago"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"33812.0"
"Livestock Primary"	"Trinidad and Tobago"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"34220.0"
"Livestock Primary"	"Tunisia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"83104.0"
"Livestock Primary"	"Tunisia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"84000.0"
"Livestock Primary"	"Turkey"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"963301.0"
"Livestock Primary"	"Turkey"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"963245.0"
"Livestock Primary"	"Turkmenistan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"16000.0"
"Livestock Primary"	"Turkmenistan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"16000.0"
"Livestock Primary"	"Tuvalu"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"55.0"
"Livestock Primary"	"Tuvalu"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"55.0"
"Livestock Primary"	"Uganda"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"46261.0"
"Livestock Primary"	"Uganda"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"47800.0"
"Livestock Primary"	"Ukraine"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"467614.0"
"Livestock Primary"	"Ukraine"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"528730.0"
"Livestock Primary"	"United Arab Emirates"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"33715.0"
"Livestock Primary"	"United Arab Emirates"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"34500.0"
"Livestock Primary"	"United Kingdom"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"909547.0"
"Livestock Primary"	"United Kingdom"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"899000.0"
"Livestock Primary"	"United Republic of Tanzania"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"59555.0"
"Livestock Primary"	"United Republic of Tanzania"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"61000.0"
"Livestock Primary"	"United States of America"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"8758228.0"
"Livestock Primary"	"United States of America"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"8683643.0"
"Livestock Primary"	"United States Virgin Islands"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"60.0"
"Livestock Primary"	"United States Virgin Islands"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"60.0"
"Livestock Primary"	"Uruguay"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"85052.0"
"Livestock Primary"	"Uruguay"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"85342.0"
"Livestock Primary"	"Uzbekistan"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"21391.0"
"Livestock Primary"	"Uzbekistan"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"21900.0"
"Livestock Primary"	"Vanuatu"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"838.0"
"Livestock Primary"	"Vanuatu"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"900.0"
"Livestock Primary"	"Venezuela (Bolivarian Republic of)"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"422000.0"
"Livestock Primary"	"Venezuela (Bolivarian Republic of)"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"422000.0"
"Livestock Primary"	"Viet Nam"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"328061.0"
"Livestock Primary"	"Viet Nam"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"329600.0"
"Livestock Primary"	"Wallis and Futuna Islands"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"60.0"
"Livestock Primary"	"Wallis and Futuna Islands"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"60.0"
"Livestock Primary"	"Yemen"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"164358.0"
"Livestock Primary"	"Yemen"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"165000.0"
"Livestock Primary"	"Zambia"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"42761.0"
"Livestock Primary"	"Zambia"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"43000.0"
"Livestock Primary"	"Zimbabwe"	"Meat indigenous, chicken"	"Production (1000 Head)"	2011	"55702.0"
"Livestock Primary"	"Zimbabwe"	"Meat, chicken"	"Producing Animals/Slaughtered (1000 Head)"	2011	"55000.0"
